season,GW,team,opponent_team,fixture,round,was_home,team_score,opponent_score,Goal Difference
2021-22,37,Crystal Palace,Aston Villa,361,37,FALSE,1,1,0
2021-22,37,Everton,Brentford,362,37,TRUE,2,3,-1
2021-22,37,Brentford,Everton,362,37,FALSE,3,2,1
2021-22,37,Leeds,Brighton,363,37,TRUE,1,1,0
2021-22,37,Brighton,Leeds,363,37,FALSE,1,1,0
2021-22,37,Arsenal,Newcastle,365,37,FALSE,0,2,-2
2021-22,37,Newcastle,Arsenal,365,37,TRUE,2,0,2
2021-22,37,Liverpool,Southampton,366,37,FALSE,2,1,1
2021-22,37,Southampton,Liverpool,366,37,TRUE,1,2,-1
2021-22,37,Burnley,Spurs,367,37,FALSE,0,1,-1
2021-22,37,Spurs,Burnley,367,37,TRUE,1,0,1
2021-22,37,Leicester,Watford,368,37,FALSE,5,1,4
2021-22,37,Watford,Leicester,368,37,TRUE,1,5,-4
2021-22,37,West Ham,Man City,369,37,TRUE,2,2,0
2021-22,37,Man City,West Ham,369,37,FALSE,2,2,0
2021-22,37,Norwich,Wolves,370,37,FALSE,1,1,0
2021-22,37,Wolves,Norwich,370,37,TRUE,1,1,0
2021-22,38,Everton,Arsenal,371,38,FALSE,1,5,-4
2021-22,38,Arsenal,Everton,371,38,TRUE,5,1,4
2021-22,38,Leeds,Brentford,372,38,FALSE,2,1,1
2021-22,38,Brentford,Leeds,372,38,TRUE,1,2,-1
2021-22,38,Brighton,West Ham,373,38,TRUE,3,1,2
2021-22,38,West Ham,Brighton,373,38,FALSE,1,3,-2
2021-22,38,Newcastle,Burnley,374,38,FALSE,2,1,1
2021-22,38,Burnley,Newcastle,374,38,TRUE,1,2,-1
2021-22,38,Watford,Chelsea,375,38,FALSE,1,2,-1
2021-22,38,Chelsea,Watford,375,38,TRUE,2,1,1
2021-22,38,Man Utd,Crystal Palace,376,38,FALSE,0,1,-1
2021-22,38,Crystal Palace,Man Utd,376,38,TRUE,1,0,1
2021-22,38,Southampton,Leicester,377,38,FALSE,1,4,-3
2021-22,38,Leicester,Southampton,377,38,TRUE,4,1,3
2021-22,38,Wolves,Liverpool,378,38,FALSE,1,3,-2
2021-22,38,Liverpool,Wolves,378,38,TRUE,3,1,2
2021-22,38,Aston Villa,Man City,379,38,FALSE,2,3,-1
2021-22,38,Man City,Aston Villa,379,38,TRUE,3,2,1
2021-22,38,Norwich,Spurs,380,38,TRUE,0,5,-5
2021-22,38,Spurs,Norwich,380,38,FALSE,5,0,5
2022-23,1,Crystal Palace,Arsenal,1,1,TRUE,0,2,-2
2022-23,1,Arsenal,Crystal Palace,1,1,FALSE,2,0,2
2022-23,1,Bournemouth,Aston Villa,2,1,TRUE,2,0,2
2022-23,1,Aston Villa,Bournemouth,2,1,FALSE,0,2,-2
2022-23,1,Chelsea,Everton,3,1,FALSE,1,0,1
2022-23,1,Everton,Chelsea,3,1,TRUE,0,1,-1
2022-23,1,Liverpool,Fulham,4,1,FALSE,2,2,0
2022-23,1,Fulham,Liverpool,4,1,TRUE,2,2,0
2022-23,1,Leeds,Wolves,5,1,TRUE,2,1,1
2022-23,1,Wolves,Leeds,5,1,FALSE,1,2,-1
2022-23,1,Leicester,Brentford,6,1,TRUE,2,2,0
2022-23,1,Brentford,Leicester,6,1,FALSE,2,2,0
2022-23,1,Newcastle,Nott'm Forest,7,1,TRUE,2,0,2
2022-23,1,Nott'm Forest,Newcastle,7,1,FALSE,0,2,-2
2022-23,1,Southampton,Spurs,8,1,FALSE,1,4,-3
2022-23,1,Spurs,Southampton,8,1,TRUE,4,1,3
2022-23,1,Brighton,Man Utd,9,1,FALSE,2,1,1
2022-23,1,Man Utd,Brighton,9,1,TRUE,1,2,-1
2022-23,1,West Ham,Man City,10,1,TRUE,0,2,-2
2022-23,1,Man City,West Ham,10,1,FALSE,2,0,2
2022-23,2,Leicester,Arsenal,11,2,FALSE,2,4,-2
2022-23,2,Arsenal,Leicester,11,2,TRUE,4,2,2
2022-23,2,Everton,Aston Villa,12,2,FALSE,1,2,-1
2022-23,2,Aston Villa,Everton,12,2,TRUE,2,1,1
2022-23,2,Man Utd,Brentford,13,2,FALSE,0,4,-4
2022-23,2,Brentford,Man Utd,13,2,TRUE,4,0,4
2022-23,2,Newcastle,Brighton,14,2,FALSE,0,0,0
2022-23,2,Brighton,Newcastle,14,2,TRUE,0,0,0
2022-23,2,Chelsea,Spurs,15,2,TRUE,2,2,0
2022-23,2,Spurs,Chelsea,15,2,FALSE,2,2,0
2022-23,2,Crystal Palace,Liverpool,16,2,FALSE,1,1,0
2022-23,2,Liverpool,Crystal Palace,16,2,TRUE,1,1,0
2022-23,2,Bournemouth,Man City,17,2,FALSE,0,4,-4
2022-23,2,Man City,Bournemouth,17,2,TRUE,4,0,4
2022-23,2,Nott'm Forest,West Ham,18,2,TRUE,1,0,1
2022-23,2,West Ham,Nott'm Forest,18,2,FALSE,0,1,-1
2022-23,2,Southampton,Leeds,19,2,TRUE,2,2,0
2022-23,2,Leeds,Southampton,19,2,FALSE,2,2,0
2022-23,2,Fulham,Wolves,20,2,FALSE,0,0,0
2022-23,2,Wolves,Fulham,20,2,TRUE,0,0,0
2022-23,3,Bournemouth,Arsenal,21,3,TRUE,0,3,-3
2022-23,3,Arsenal,Bournemouth,21,3,FALSE,3,0,3
2022-23,3,Crystal Palace,Aston Villa,22,3,TRUE,3,1,2
2022-23,3,Aston Villa,Crystal Palace,22,3,FALSE,1,3,-2
2022-23,3,Nott'm Forest,Everton,23,3,FALSE,1,1,0
2022-23,3,Everton,Nott'm Forest,23,3,TRUE,1,1,0
2022-23,3,Fulham,Brentford,24,3,TRUE,3,2,1
2022-23,3,Brentford,Fulham,24,3,FALSE,2,3,-1
2022-23,3,Chelsea,Leeds,25,3,FALSE,0,3,-3
2022-23,3,Leeds,Chelsea,25,3,TRUE,3,0,3
2022-23,3,Southampton,Leicester,26,3,FALSE,2,1,1
2022-23,3,Leicester,Southampton,26,3,TRUE,1,2,-1
2022-23,3,Liverpool,Man Utd,27,3,FALSE,1,2,-1
2022-23,3,Man Utd,Liverpool,27,3,TRUE,2,1,1
2022-23,3,Newcastle,Man City,28,3,TRUE,3,3,0
2022-23,3,Man City,Newcastle,28,3,FALSE,3,3,0
2022-23,3,Spurs,Wolves,29,3,TRUE,1,0,1
2022-23,3,Wolves,Spurs,29,3,FALSE,0,1,-1
2022-23,3,West Ham,Brighton,30,3,TRUE,0,2,-2
2022-23,3,Brighton,West Ham,30,3,FALSE,2,0,2
2022-23,4,Fulham,Arsenal,31,4,FALSE,1,2,-1
2022-23,4,Arsenal,Fulham,31,4,TRUE,2,1,1
2022-23,4,West Ham,Aston Villa,32,4,FALSE,1,0,1
2022-23,4,Aston Villa,West Ham,32,4,TRUE,0,1,-1
2022-23,4,Brentford,Everton,33,4,TRUE,1,1,0
2022-23,4,Everton,Brentford,33,4,FALSE,1,1,0
2022-23,4,Leeds,Brighton,34,4,FALSE,0,1,-1
2022-23,4,Brighton,Leeds,34,4,TRUE,1,0,1
2022-23,4,Chelsea,Leicester,35,4,TRUE,2,1,1
2022-23,4,Leicester,Chelsea,35,4,FALSE,1,2,-1
2022-23,4,Bournemouth,Liverpool,36,4,FALSE,0,9,-9
2022-23,4,Liverpool,Bournemouth,36,4,TRUE,9,0,9
2022-23,4,Crystal Palace,Man City,37,4,FALSE,2,4,-2
2022-23,4,Man City,Crystal Palace,37,4,TRUE,4,2,2
2022-23,4,Nott'm Forest,Spurs,38,4,TRUE,0,2,-2
2022-23,4,Spurs,Nott'm Forest,38,4,FALSE,2,0,2
2022-23,4,Southampton,Man Utd,39,4,TRUE,0,1,-1
2022-23,4,Man Utd,Southampton,39,4,FALSE,1,0,1
2022-23,4,Newcastle,Wolves,40,4,FALSE,1,1,0
2022-23,4,Wolves,Newcastle,40,4,TRUE,1,1,0
2022-23,5,Arsenal,Aston Villa,41,5,TRUE,2,1,1
2022-23,5,Aston Villa,Arsenal,41,5,FALSE,1,2,-1
2022-23,5,Bournemouth,Wolves,42,5,TRUE,0,0,0
2022-23,5,Wolves,Bournemouth,42,5,FALSE,0,0,0
2022-23,5,Crystal Palace,Brentford,43,5,TRUE,1,1,0
2022-23,5,Brentford,Crystal Palace,43,5,FALSE,1,1,0
2022-23,5,Fulham,Brighton,44,5,TRUE,2,1,1
2022-23,5,Brighton,Fulham,44,5,FALSE,1,2,-1
2022-23,5,Leeds,Everton,45,5,TRUE,1,1,0
2022-23,5,Everton,Leeds,45,5,FALSE,1,1,0
2022-23,5,Leicester,Man Utd,46,5,TRUE,0,1,-1
2022-23,5,Man Utd,Leicester,46,5,FALSE,1,0,1
2022-23,5,West Ham,Spurs,47,5,TRUE,1,1,0
2022-23,5,Spurs,West Ham,47,5,FALSE,1,1,0
2022-23,5,Newcastle,Liverpool,48,5,FALSE,1,2,-1
2022-23,5,Liverpool,Newcastle,48,5,TRUE,2,1,1
2022-23,5,Nott'm Forest,Man City,49,5,FALSE,0,6,-6
2022-23,5,Man City,Nott'm Forest,49,5,TRUE,6,0,6
2022-23,5,Southampton,Chelsea,50,5,TRUE,2,1,1
2022-23,5,Chelsea,Southampton,50,5,FALSE,1,2,-1
2022-23,6,Man City,Aston Villa,51,6,FALSE,1,1,0
2022-23,6,Aston Villa,Man City,51,6,TRUE,1,1,0
2022-23,6,Leeds,Brentford,52,6,FALSE,2,5,-3
2022-23,6,Brentford,Leeds,52,6,TRUE,5,2,3
2022-23,6,Leicester,Brighton,53,6,FALSE,2,5,-3
2022-23,6,Brighton,Leicester,53,6,TRUE,5,2,3
2022-23,6,Chelsea,West Ham,54,6,TRUE,2,1,1
2022-23,6,West Ham,Chelsea,54,6,FALSE,1,2,-1
2022-23,6,Liverpool,Everton,55,6,FALSE,0,0,0
2022-23,6,Everton,Liverpool,55,6,TRUE,0,0,0
2022-23,6,Man Utd,Arsenal,56,6,TRUE,3,1,2
2022-23,6,Arsenal,Man Utd,56,6,FALSE,1,3,-2
2022-23,6,Newcastle,Crystal Palace,57,6,TRUE,0,0,0
2022-23,6,Crystal Palace,Newcastle,57,6,FALSE,0,0,0
2022-23,6,Bournemouth,Nott'm Forest,58,6,FALSE,3,2,1
2022-23,6,Nott'm Forest,Bournemouth,58,6,TRUE,2,3,-1
2022-23,6,Fulham,Spurs,59,6,FALSE,1,2,-1
2022-23,6,Spurs,Fulham,59,6,TRUE,2,1,1
2022-23,6,Southampton,Wolves,60,6,FALSE,0,1,-1
2022-23,6,Wolves,Southampton,60,6,TRUE,1,0,1
2022-23,8,Southampton,Aston Villa,71,8,FALSE,0,1,-1
2022-23,8,Aston Villa,Southampton,71,8,TRUE,1,0,1
2022-23,8,Arsenal,Brentford,72,8,FALSE,3,0,3
2022-23,8,Brentford,Arsenal,72,8,TRUE,0,3,-3
2022-23,8,West Ham,Everton,75,8,FALSE,0,1,-1
2022-23,8,Everton,West Ham,75,8,TRUE,1,0,1
2022-23,8,Bournemouth,Newcastle,77,8,FALSE,1,1,0
2022-23,8,Newcastle,Bournemouth,77,8,TRUE,1,1,0
2022-23,8,Nott'm Forest,Fulham,78,8,TRUE,2,3,-1
2022-23,8,Fulham,Nott'm Forest,78,8,FALSE,3,2,1
2022-23,8,Leicester,Spurs,79,8,FALSE,2,6,-4
2022-23,8,Spurs,Leicester,79,8,TRUE,6,2,4
2022-23,8,Man City,Wolves,80,8,FALSE,3,0,3
2022-23,8,Wolves,Man City,80,8,TRUE,0,3,-3
2022-23,9,Spurs,Arsenal,81,9,FALSE,1,3,-2
2022-23,9,Arsenal,Spurs,81,9,TRUE,3,1,2
2022-23,9,Bournemouth,Brentford,82,9,TRUE,0,0,0
2022-23,9,Brentford,Bournemouth,82,9,FALSE,0,0,0
2022-23,9,Chelsea,Crystal Palace,83,9,FALSE,2,1,1
2022-23,9,Crystal Palace,Chelsea,83,9,TRUE,1,2,-1
2022-23,9,Newcastle,Fulham,84,9,FALSE,4,1,3
2022-23,9,Fulham,Newcastle,84,9,TRUE,1,4,-3
2022-23,9,Leeds,Aston Villa,85,9,TRUE,0,0,0
2022-23,9,Aston Villa,Leeds,85,9,FALSE,0,0,0
2022-23,9,Leicester,Nott'm Forest,86,9,TRUE,4,0,4
2022-23,9,Nott'm Forest,Leicester,86,9,FALSE,0,4,-4
2022-23,9,Liverpool,Brighton,87,9,TRUE,3,3,0
2022-23,9,Brighton,Liverpool,87,9,FALSE,3,3,0
2022-23,9,Man City,Man Utd,88,9,TRUE,6,3,3
2022-23,9,Man Utd,Man City,88,9,FALSE,3,6,-3
2022-23,9,Southampton,Everton,89,9,TRUE,1,2,-1
2022-23,9,Everton,Southampton,89,9,FALSE,2,1,1
2022-23,9,West Ham,Wolves,90,9,TRUE,2,0,2
2022-23,9,Wolves,West Ham,90,9,FALSE,0,2,-2
2022-23,10,Liverpool,Arsenal,91,10,FALSE,2,3,-1
2022-23,10,Arsenal,Liverpool,91,10,TRUE,3,2,1
2022-23,10,Bournemouth,Leicester,92,10,TRUE,2,1,1
2022-23,10,Leicester,Bournemouth,92,10,FALSE,1,2,-1
2022-23,10,Brighton,Spurs,93,10,TRUE,0,1,-1
2022-23,10,Spurs,Brighton,93,10,FALSE,1,0,1
2022-23,10,Chelsea,Wolves,94,10,TRUE,3,0,3
2022-23,10,Wolves,Chelsea,94,10,FALSE,0,3,-3
2022-23,10,Crystal Palace,Leeds,95,10,TRUE,2,1,1
2022-23,10,Leeds,Crystal Palace,95,10,FALSE,1,2,-1
2022-23,10,Man Utd,Everton,96,10,FALSE,2,1,1
2022-23,10,Everton,Man Utd,96,10,TRUE,1,2,-1
2022-23,10,Southampton,Man City,97,10,FALSE,0,4,-4
2022-23,10,Man City,Southampton,97,10,TRUE,4,0,4
2022-23,10,Newcastle,Brentford,98,10,TRUE,5,1,4
2022-23,10,Brentford,Newcastle,98,10,FALSE,1,5,-4
2022-23,10,Nott'm Forest,Aston Villa,99,10,TRUE,1,1,0
2022-23,10,Aston Villa,Nott'm Forest,99,10,FALSE,1,1,0
2022-23,10,West Ham,Fulham,100,10,TRUE,3,1,2
2022-23,10,Fulham,West Ham,100,10,FALSE,1,3,-2
2022-23,11,Chelsea,Aston Villa,101,11,FALSE,2,0,2
2022-23,11,Aston Villa,Chelsea,101,11,TRUE,0,2,-2
2022-23,11,Brighton,Brentford,102,11,FALSE,0,2,-2
2022-23,11,Brentford,Brighton,102,11,TRUE,2,0,2
2022-23,11,Bournemouth,Fulham,103,11,FALSE,2,2,0
2022-23,11,Fulham,Bournemouth,103,11,TRUE,2,2,0
2022-23,11,Leeds,Arsenal,104,11,TRUE,0,1,-1
2022-23,11,Arsenal,Leeds,104,11,FALSE,1,0,1
2022-23,11,Leicester,Crystal Palace,105,11,TRUE,0,0,0
2022-23,11,Crystal Palace,Leicester,105,11,FALSE,0,0,0
2022-23,11,Liverpool,Man City,106,11,TRUE,1,0,1
2022-23,11,Man City,Liverpool,106,11,FALSE,0,1,-1
2022-23,11,Newcastle,Man Utd,107,11,FALSE,0,0,0
2022-23,11,Man Utd,Newcastle,107,11,TRUE,0,0,0
2022-23,11,Southampton,West Ham,108,11,TRUE,1,1,0
2022-23,11,West Ham,Southampton,108,11,FALSE,1,1,0
2022-23,11,Spurs,Everton,109,11,TRUE,2,0,2
2022-23,11,Everton,Spurs,109,11,FALSE,0,2,-2
2022-23,11,Nott'm Forest,Wolves,110,11,FALSE,0,1,-1
2022-23,11,Wolves,Nott'm Forest,110,11,TRUE,1,0,1
2022-23,12,Southampton,Bournemouth,112,12,FALSE,1,0,1
2022-23,12,Bournemouth,Southampton,112,12,TRUE,0,1,-1
2022-23,12,Chelsea,Brentford,113,12,FALSE,0,0,0
2022-23,12,Brentford,Chelsea,113,12,TRUE,0,0,0
2022-23,12,Nott'm Forest,Brighton,114,12,FALSE,0,0,0
2022-23,12,Brighton,Nott'm Forest,114,12,TRUE,0,0,0
2022-23,12,Crystal Palace,Wolves,115,12,TRUE,2,1,1
2022-23,12,Wolves,Crystal Palace,115,12,FALSE,1,2,-1
2022-23,12,Fulham,Aston Villa,116,12,TRUE,3,0,3
2022-23,12,Aston Villa,Fulham,116,12,FALSE,0,3,-3
2022-23,12,Leicester,Leeds,117,12,TRUE,2,0,2
2022-23,12,Leeds,Leicester,117,12,FALSE,0,2,-2
2022-23,12,West Ham,Liverpool,118,12,FALSE,0,1,-1
2022-23,12,Liverpool,West Ham,118,12,TRUE,1,0,1
2022-23,12,Man Utd,Spurs,119,12,TRUE,2,0,2
2022-23,12,Spurs,Man Utd,119,12,FALSE,0,2,-2
2022-23,12,Newcastle,Everton,120,12,TRUE,1,0,1
2022-23,12,Everton,Newcastle,120,12,FALSE,0,1,-1
2022-23,13,Aston Villa,Brentford,121,13,TRUE,4,0,4
2022-23,13,Brentford,Aston Villa,121,13,FALSE,0,4,-4
2022-23,13,Chelsea,Man Utd,122,13,TRUE,1,1,0
2022-23,13,Man Utd,Chelsea,122,13,FALSE,1,1,0
2022-23,13,Crystal Palace,Everton,123,13,FALSE,0,3,-3
2022-23,13,Everton,Crystal Palace,123,13,TRUE,3,0,3
2022-23,13,Leeds,Fulham,124,13,TRUE,2,3,-1
2022-23,13,Fulham,Leeds,124,13,FALSE,3,2,1
2022-23,13,Brighton,Man City,125,13,FALSE,1,3,-2
2022-23,13,Man City,Brighton,125,13,TRUE,3,1,2
2022-23,13,Nott'm Forest,Liverpool,126,13,TRUE,1,0,1
2022-23,13,Liverpool,Nott'm Forest,126,13,FALSE,0,1,-1
2022-23,13,Southampton,Arsenal,127,13,TRUE,1,1,0
2022-23,13,Arsenal,Southampton,127,13,FALSE,1,1,0
2022-23,13,Newcastle,Spurs,128,13,FALSE,2,1,1
2022-23,13,Spurs,Newcastle,128,13,TRUE,1,2,-1
2022-23,13,Bournemouth,West Ham,129,13,FALSE,0,2,-2
2022-23,13,West Ham,Bournemouth,129,13,TRUE,2,0,2
2022-23,13,Leicester,Wolves,130,13,FALSE,4,0,4
2022-23,13,Wolves,Leicester,130,13,TRUE,0,4,-4
2022-23,14,Nott'm Forest,Arsenal,131,14,FALSE,0,5,-5
2022-23,14,Arsenal,Nott'm Forest,131,14,TRUE,5,0,5
2022-23,14,Bournemouth,Spurs,132,14,TRUE,2,3,-1
2022-23,14,Spurs,Bournemouth,132,14,FALSE,3,2,1
2022-23,14,Brentford,Wolves,133,14,TRUE,1,1,0
2022-23,14,Wolves,Brentford,133,14,FALSE,1,1,0
2022-23,14,Chelsea,Brighton,134,14,FALSE,1,4,-3
2022-23,14,Brighton,Chelsea,134,14,TRUE,4,1,3
2022-23,14,Southampton,Crystal Palace,135,14,FALSE,0,1,-1
2022-23,14,Crystal Palace,Southampton,135,14,TRUE,1,0,1
2022-23,14,Fulham,Everton,136,14,TRUE,0,0,0
2022-23,14,Everton,Fulham,136,14,FALSE,0,0,0
2022-23,14,Leicester,Man City,137,14,TRUE,0,1,-1
2022-23,14,Man City,Leicester,137,14,FALSE,1,0,1
2022-23,14,Liverpool,Leeds,138,14,TRUE,1,2,-1
2022-23,14,Leeds,Liverpool,138,14,FALSE,2,1,1
2022-23,14,West Ham,Man Utd,139,14,FALSE,0,1,-1
2022-23,14,Man Utd,West Ham,139,14,TRUE,1,0,1
2022-23,14,Newcastle,Aston Villa,140,14,TRUE,4,0,4
2022-23,14,Aston Villa,Newcastle,140,14,FALSE,0,4,-4
2022-23,15,Man Utd,Aston Villa,141,15,FALSE,1,3,-2
2022-23,15,Aston Villa,Man Utd,141,15,TRUE,3,1,2
2022-23,15,Chelsea,Arsenal,142,15,TRUE,0,1,-1
2022-23,15,Arsenal,Chelsea,142,15,FALSE,1,0,1
2022-23,15,Leicester,Everton,143,15,FALSE,2,0,2
2022-23,15,Everton,Leicester,143,15,TRUE,0,2,-2
2022-23,15,Bournemouth,Leeds,144,15,FALSE,3,4,-1
2022-23,15,Leeds,Bournemouth,144,15,TRUE,4,3,1
2022-23,15,Fulham,Man City,145,15,FALSE,1,2,-1
2022-23,15,Man City,Fulham,145,15,TRUE,2,1,1
2022-23,15,Nott'm Forest,Brentford,146,15,TRUE,2,2,0
2022-23,15,Brentford,Nott'm Forest,146,15,FALSE,2,2,0
2022-23,15,Southampton,Newcastle,147,15,TRUE,1,4,-3
2022-23,15,Newcastle,Southampton,147,15,FALSE,4,1,3
2022-23,15,Liverpool,Spurs,148,15,FALSE,2,1,1
2022-23,15,Spurs,Liverpool,148,15,TRUE,1,2,-1
2022-23,15,Crystal Palace,West Ham,149,15,FALSE,2,1,1
2022-23,15,West Ham,Crystal Palace,149,15,TRUE,1,2,-1
2022-23,15,Brighton,Wolves,150,15,FALSE,3,2,1
2022-23,15,Wolves,Brighton,150,15,TRUE,2,3,-1
2022-23,16,Bournemouth,Everton,151,16,TRUE,3,0,3
2022-23,16,Everton,Bournemouth,151,16,FALSE,0,3,-3
2022-23,16,Brighton,Aston Villa,152,16,TRUE,1,2,-1
2022-23,16,Aston Villa,Brighton,152,16,FALSE,2,1,1
2022-23,16,Fulham,Man Utd,153,16,TRUE,1,2,-1
2022-23,16,Man Utd,Fulham,153,16,FALSE,2,1,1
2022-23,16,Southampton,Liverpool,154,16,FALSE,1,3,-2
2022-23,16,Liverpool,Southampton,154,16,TRUE,3,1,2
2022-23,16,Man City,Brentford,155,16,TRUE,1,2,-1
2022-23,16,Brentford,Man City,155,16,FALSE,2,1,1
2022-23,16,Chelsea,Newcastle,156,16,FALSE,0,1,-1
2022-23,16,Newcastle,Chelsea,156,16,TRUE,1,0,1
2022-23,16,Nott'm Forest,Crystal Palace,157,16,TRUE,1,0,1
2022-23,16,Crystal Palace,Nott'm Forest,157,16,FALSE,0,1,-1
2022-23,16,Leeds,Spurs,158,16,FALSE,3,4,-1
2022-23,16,Spurs,Leeds,158,16,TRUE,4,3,1
2022-23,16,Leicester,West Ham,159,16,FALSE,2,0,2
2022-23,16,West Ham,Leicester,159,16,TRUE,0,2,-2
2022-23,16,Arsenal,Wolves,160,16,FALSE,2,0,2
2022-23,16,Wolves,Arsenal,160,16,TRUE,0,2,-2
2022-23,17,West Ham,Arsenal,161,17,FALSE,1,3,-2
2022-23,17,Arsenal,West Ham,161,17,TRUE,3,1,2
2022-23,17,Liverpool,Aston Villa,162,17,FALSE,3,1,2
2022-23,17,Aston Villa,Liverpool,162,17,TRUE,1,3,-2
2022-23,17,Spurs,Brentford,163,17,FALSE,2,2,0
2022-23,17,Brentford,Spurs,163,17,TRUE,2,2,0
2022-23,17,Bournemouth,Chelsea,164,17,FALSE,0,2,-2
2022-23,17,Chelsea,Bournemouth,164,17,TRUE,2,0,2
2022-23,17,Crystal Palace,Fulham,165,17,TRUE,0,3,-3
2022-23,17,Fulham,Crystal Palace,165,17,FALSE,3,0,3
2022-23,17,Everton,Wolves,166,17,TRUE,1,2,-1
2022-23,17,Wolves,Everton,166,17,FALSE,2,1,1
2022-23,17,Leeds,Man City,167,17,TRUE,1,3,-2
2022-23,17,Man City,Leeds,167,17,FALSE,3,1,2
2022-23,17,Newcastle,Leicester,168,17,FALSE,3,0,3
2022-23,17,Leicester,Newcastle,168,17,TRUE,0,3,-3
2022-23,17,Nott'm Forest,Man Utd,169,17,FALSE,0,3,-3
2022-23,17,Man Utd,Nott'm Forest,169,17,TRUE,3,0,3
2022-23,17,Southampton,Brighton,170,17,TRUE,1,3,-2
2022-23,17,Brighton,Southampton,170,17,FALSE,3,1,2
2022-23,18,Bournemouth,Crystal Palace,171,18,TRUE,0,2,-2
2022-23,18,Crystal Palace,Bournemouth,171,18,FALSE,2,0,2
2022-23,18,Brighton,Arsenal,172,18,TRUE,2,4,-2
2022-23,18,Arsenal,Brighton,172,18,FALSE,4,2,2
2022-23,18,Southampton,Fulham,173,18,FALSE,1,2,-1
2022-23,18,Fulham,Southampton,173,18,TRUE,2,1,1
2022-23,18,Leicester,Liverpool,174,18,FALSE,1,2,-1
2022-23,18,Liverpool,Leicester,174,18,TRUE,2,1,1
2022-23,18,Man City,Everton,175,18,TRUE,1,1,0
2022-23,18,Everton,Man City,175,18,FALSE,1,1,0
2022-23,18,Newcastle,Leeds,176,18,TRUE,0,0,0
2022-23,18,Leeds,Newcastle,176,18,FALSE,0,0,0
2022-23,18,Chelsea,Nott'm Forest,177,18,FALSE,1,1,0
2022-23,18,Nott'm Forest,Chelsea,177,18,TRUE,1,1,0
2022-23,18,Spurs,Aston Villa,178,18,TRUE,0,2,-2
2022-23,18,Aston Villa,Spurs,178,18,FALSE,2,0,2
2022-23,18,West Ham,Brentford,179,18,TRUE,0,2,-2
2022-23,18,Brentford,West Ham,179,18,FALSE,2,0,2
2022-23,18,Man Utd,Wolves,180,18,FALSE,1,0,1
2022-23,18,Wolves,Man Utd,180,18,TRUE,0,1,-1
2022-23,19,Chelsea,Fulham,64,19,FALSE,1,2,-1
2022-23,19,Fulham,Chelsea,64,19,TRUE,2,1,1
2022-23,19,Newcastle,Arsenal,181,19,FALSE,0,0,0
2022-23,19,Arsenal,Newcastle,181,19,TRUE,0,0,0
2022-23,19,Aston Villa,Wolves,182,19,TRUE,1,1,0
2022-23,19,Wolves,Aston Villa,182,19,FALSE,1,1,0
2022-23,19,Liverpool,Brentford,183,19,FALSE,1,3,-2
2022-23,19,Brentford,Liverpool,183,19,TRUE,3,1,2
2022-23,19,Chelsea,Man City,184,19,TRUE,0,1,-1
2022-23,19,Man City,Chelsea,184,19,FALSE,1,0,1
2022-23,19,Crystal Palace,Spurs,185,19,TRUE,0,4,-4
2022-23,19,Spurs,Crystal Palace,185,19,FALSE,4,0,4
2022-23,19,Brighton,Everton,186,19,FALSE,4,1,3
2022-23,19,Everton,Brighton,186,19,TRUE,1,4,-3
2022-23,19,West Ham,Leeds,187,19,FALSE,2,2,0
2022-23,19,Leeds,West Ham,187,19,TRUE,2,2,0
2022-23,19,Leicester,Fulham,188,19,TRUE,0,1,-1
2022-23,19,Fulham,Leicester,188,19,FALSE,1,0,1
2022-23,19,Bournemouth,Man Utd,189,19,FALSE,0,3,-3
2022-23,19,Man Utd,Bournemouth,189,19,TRUE,3,0,3
2022-23,19,Southampton,Nott'm Forest,190,19,TRUE,0,1,-1
2022-23,19,Nott'm Forest,Southampton,190,19,FALSE,1,0,1
2022-23,20,Crystal Palace,Man Utd,63,20,TRUE,1,1,0
2022-23,20,Man Utd,Crystal Palace,63,20,FALSE,1,1,0
2022-23,20,Man City,Spurs,68,20,TRUE,4,2,2
2022-23,20,Spurs,Man City,68,20,FALSE,2,4,-2
2022-23,20,Leeds,Aston Villa,191,20,FALSE,1,2,-1
2022-23,20,Aston Villa,Leeds,191,20,TRUE,2,1,1
2022-23,20,Bournemouth,Brentford,192,20,FALSE,0,2,-2
2022-23,20,Brentford,Bournemouth,192,20,TRUE,2,0,2
2022-23,20,Liverpool,Brighton,193,20,FALSE,0,3,-3
2022-23,20,Brighton,Liverpool,193,20,TRUE,3,0,3
2022-23,20,Chelsea,Crystal Palace,194,20,TRUE,1,0,1
2022-23,20,Crystal Palace,Chelsea,194,20,FALSE,0,1,-1
2022-23,20,Southampton,Everton,195,20,FALSE,2,1,1
2022-23,20,Everton,Southampton,195,20,TRUE,1,2,-1
2022-23,20,Man City,Man Utd,196,20,FALSE,1,2,-1
2022-23,20,Man Utd,Man City,196,20,TRUE,2,1,1
2022-23,20,Newcastle,Fulham,197,20,TRUE,1,0,1
2022-23,20,Fulham,Newcastle,197,20,FALSE,0,1,-1
2022-23,20,Leicester,Nott'm Forest,198,20,FALSE,0,2,-2
2022-23,20,Nott'm Forest,Leicester,198,20,TRUE,2,0,2
2022-23,20,Spurs,Arsenal,199,20,TRUE,0,2,-2
2022-23,20,Arsenal,Spurs,199,20,FALSE,2,0,2
2022-23,20,West Ham,Wolves,200,20,FALSE,0,1,-1
